birth_year,generation,country,education_level,occupation,employment_status,monthly_income_eur,age_first_job,months_to_first_job,housing_status,job_satisfaction,life_satisfaction,economic_anxiety
1984,Millennial,Italy,Medium,Construction,Employed,944.0,28,30,With parents,1,2,3
1955,Baby Boomer,Germany,Medium,Manufacturing,Employed,3365.0,17,28,Own,6,10,10
1947,Baby Boomer,Germany,High,Manufacturing,Unemployed,982.0,18,31,Rent,4,3,6
2003,Gen Z,Poland,Medium,Education,Employed,3362.0,18,29,With parents,6,5,9
1950,Baby Boomer,Poland,Medium,Unemployed,Employed,1909.0,28,26,Rent,5,2,1
1953,Baby Boomer,Spain,High,Retail,Employed,3861.0,16,18,With parents,6,9,4
1950,Baby Boomer,Germany,Medium,Finance,Employed,629.0,20,27,Rent,5,3,8
1953,Baby Boomer,Spain,Medium,IT,Employed,3258.0,23,9,With parents,2,7,4
1983,Millennial,Italy,High,Unemployed,Employed,1272.0,24,15,With parents,10,2,6
1975,Gen X,France,Medium,Construction,Employed,1208.0,22,30,Rent,4,2,1
1976,Gen X,Germany,Low,IT,Employed,3691.0,20,9,With parents,7,7,10
1985,Millennial,Netherlands,Medium,Retail,Unemployed,2878.0,23,9,Rent,4,1,4
1994,Millennial,Sweden,Medium,Education,Employed,870.0,24,27,With parents,5,3,7
1956,Baby Boomer,Italy,Medium,Education,Employed,2382.0,27,11,Own,2,2,6
1952,Baby Boomer,Germany,Low,Retail,Employed,3464.0,24,32,Own,3,4,9
1952,Baby Boomer,Sweden,High,Construction,Unemployed,2703.0,24,27,Rent,5,4,3
1994,Millennial,Netherlands,High,Retail,Employed,2228.0,26,17,Own,4,10,5
1972,Gen X,Poland,Medium,Healthcare,Employed,3236.0,17,27,Own,3,1,7
1964,Baby Boomer,Spain,Medium,Education,Employed,2532.0,28,27,With parents,2,5,1
1991,Millennial,Poland,High,Construction,Employed,706.0,18,13,Own,9,7,9
2003,Gen Z,France,Low,Manufacturing,Unemployed,2286.0,17,7,Rent,2,9,9
1951,Baby Boomer,Poland,Medium,Unemployed,Inactive,2636.0,26,29,Rent,9,4,3
1955,Baby Boomer,Germany,Medium,IT,Employed,2400.0,29,35,With parents,4,6,8
1964,Baby Boomer,Netherlands,High,Education,Unemployed,1836.0,26,2,Own,10,9,2
1960,Baby Boomer,Poland,Low,Retail,Employed,2612.0,20,9,With parents,9,1,4
1948,Baby Boomer,Germany,High,Manufacturing,Employed,2365.0,29,8,Own,9,10,7
1950,Baby Boomer,France,Medium,Unemployed,Unemployed,407.0,27,12,Own,10,1,9
2002,Gen Z,Sweden,Medium,Unemployed,Employed,1006.0,18,21,Own,5,8,4
1966,Gen X,Netherlands,Medium,Unemployed,Employed,2479.0,28,23,With parents,7,10,1
1970,Gen X,Poland,Low,Healthcare,Inactive,2871.0,24,6,With parents,4,9,7
1947,Baby Boomer,Spain,High,Finance,Employed,1500.0,17,12,Own,10,1,3
1985,Millennial,Spain,High,Healthcare,Employed,2863.0,20,5,Rent,4,10,10
2004,Gen Z,Netherlands,Medium,Manufacturing,Employed,2650.0,27,9,Own,1,7,9
1986,Millennial,Spain,High,Unemployed,Unemployed,2030.0,20,10,Rent,10,5,10
1958,Baby Boomer,Poland,High,Construction,Inactive,2584.0,20,28,Own,9,8,9
1955,Baby Boomer,Poland,Medium,Construction,Employed,2564.0,16,15,Own,10,6,2
1962,Baby Boomer,Netherlands,Medium,Manufacturing,Unemployed,2989.0,25,19,Rent,8,10,7
1998,Gen Z,Poland,Medium,Construction,Unemployed,3032.0,22,20,Rent,9,4,8
1956,Baby Boomer,Sweden,Medium,Retail,Employed,1262.0,29,28,With parents,1,3,1
1967,Gen X,Germany,Low,Construction,Unemployed,1540.0,17,13,Rent,2,3,5
1956,Baby Boomer,France,Medium,Finance,Employed,3529.0,27,15,Own,8,1,8
1957,Baby Boomer,Sweden,Low,Retail,Employed,2995.0,29,8,With parents,8,2,10
1969,Gen X,Sweden,High,IT,Employed,2775.0,29,5,Own,1,9,2
1989,Millennial,Spain,High,Construction,Employed,2915.0,17,28,With parents,10,5,1
1995,Millennial,Germany,Low,Finance,Employed,3224.0,24,17,Own,5,7,10
2002,Gen Z,Netherlands,Medium,Finance,Employed,2320.0,27,23,Rent,6,4,4
1963,Baby Boomer,Czechia,Medium,IT,Employed,1859.0,16,16,Own,5,2,1
1999,Gen Z,Spain,Medium,Healthcare,Employed,2705.0,24,35,Own,6,5,5
1990,Millennial,Germany,Medium,Manufacturing,Employed,2176.0,21,20,With parents,7,9,8
1980,Gen X,Poland,Medium,Healthcare,Unemployed,3594.0,20,18,Rent,10,9,8
1989,Millennial,Netherlands,Medium,Construction,Inactive,3581.0,20,22,Rent,6,8,9
1952,Baby Boomer,Czechia,Low,Construction,Unemployed,3002.0,20,26,Own,3,5,5
1973,Gen X,Netherlands,Low,Retail,Employed,1051.0,21,10,Own,6,7,8
1999,Gen Z,Czechia,Low,Education,Unemployed,1214.0,22,25,With parents,9,1,10
1997,Gen Z,Czechia,High,Construction,Employed,1016.0,26,10,With parents,6,4,5
1999,Gen Z,Spain,High,Construction,Employed,2368.0,24,21,Rent,6,7,7
1976,Gen X,Poland,Medium,Retail,Employed,3031.0,17,18,Rent,5,3,8
1995,Millennial,Spain,Medium,Education,Employed,1923.0,19,7,With parents,1,4,8
1988,Millennial,Czechia,Low,Unemployed,Unemployed,1618.0,26,22,With parents,5,1,2
1962,Baby Boomer,Czechia,Medium,Unemployed,Employed,2293.0,20,22,Own,1,8,1
1950,Baby Boomer,Italy,Low,Unemployed,Employed,1494.0,21,8,Own,8,2,8
1962,Baby Boomer,Germany,Medium,Manufacturing,Inactive,2439.0,22,23,With parents,1,10,9
1963,Baby Boomer,Italy,High,Manufacturing,Employed,1981.0,18,11,With parents,8,1,7
1966,Gen X,Germany,Low,Unemployed,Unemployed,1609.0,29,11,With parents,4,3,8
1981,Millennial,France,High,Finance,Unemployed,2304.0,18,31,Own,3,3,9
1976,Gen X,Sweden,Low,Manufacturing,Employed,2999.0,24,1,Rent,4,7,10
2000,Gen Z,Netherlands,Medium,IT,Employed,833.0,24,5,With parents,2,2,10
1985,Millennial,Spain,Low,IT,Employed,2351.0,29,3,Own,3,7,10
2003,Gen Z,France,Medium,Unemployed,Employed,311.0,17,12,Rent,4,1,4
1947,Baby Boomer,France,Low,Education,Employed,1971.0,19,35,With parents,9,10,3
1972,Gen X,Netherlands,Medium,Healthcare,Employed,2826.0,19,17,Rent,10,4,4
1954,Baby Boomer,Netherlands,Medium,Finance,Inactive,3120.0,20,14,Own,2,8,10
1995,Millennial,Germany,Medium,Healthcare,Inactive,1728.0,17,32,Own,3,7,3
1979,Gen X,Italy,Medium,Education,Unemployed,1718.0,27,29,With parents,4,5,2
1973,Gen X,Poland,High,IT,Employed,1993.0,26,35,Rent,3,7,1
1998,Gen Z,Germany,Medium,Retail,Employed,1208.0,26,24,Rent,3,9,4
1959,Baby Boomer,Poland,Low,Construction,Employed,2346.0,19,3,Rent,9,1,5
1977,Gen X,France,Medium,Unemployed,Employed,1298.0,26,17,Rent,5,2,8
1951,Baby Boomer,Poland,High,Finance,Unemployed,2701.0,29,32,Own,9,1,7
1956,Baby Boomer,Italy,Medium,Education,Inactive,1555.0,18,19,Rent,6,5,6
1993,Millennial,Germany,Medium,Healthcare,Employed,1912.0,29,20,With parents,10,3,6
1974,Gen X,Czechia,Low,Education,Unemployed,2649.0,28,0,Own,8,10,5
1965,Gen X,Netherlands,Medium,Education,Employed,2772.0,26,33,With parents,1,1,4
1975,Gen X,Czechia,Medium,Manufacturing,Employed,2731.0,21,8,Rent,8,1,8
2002,Gen Z,Italy,High,Unemployed,Employed,2437.0,19,0,Rent,1,7,8
1968,Gen X,Sweden,High,IT,Employed,1222.0,16,26,Own,9,2,10
1964,Baby Boomer,Italy,Low,Finance,Unemployed,2172.0,18,14,Rent,3,9,3
1981,Millennial,Sweden,Medium,Manufacturing,Unemployed,2043.0,23,23,With parents,9,7,8
1948,Baby Boomer,Germany,Low,IT,Employed,1821.0,27,24,Own,8,10,5
1972,Gen X,Netherlands,Medium,Unemployed,Employed,2267.0,18,33,Rent,7,1,1
1988,Millennial,Italy,High,Education,Employed,1424.0,22,9,With parents,1,1,8
1964,Baby Boomer,Czechia,Medium,IT,Unemployed,2169.0,17,29,Rent,7,4,7
2004,Gen Z,Sweden,Medium,Healthcare,Inactive,1930.0,29,24,Rent,2,3,7
1968,Gen X,Netherlands,Low,Unemployed,Inactive,1788.0,20,2,Rent,2,6,5
1994,Millennial,Spain,High,Finance,Unemployed,1195.0,22,21,Rent,9,8,5
1993,Millennial,Spain,Medium,Unemployed,Employed,1171.0,16,23,With parents,9,10,7
1995,Millennial,Spain,Medium,Unemployed,Employed,3408.0,29,26,Own,1,7,9
1976,Gen X,Poland,Low,Manufacturing,Employed,2303.0,26,25,With parents,7,1,10
1985,Millennial,Italy,Medium,Finance,Employed,3831.0,27,15,With parents,5,6,1
1980,Gen X,Germany,High,Education,Unemployed,3876.0,16,3,Own,6,9,8
2002,Gen Z,Czechia,Medium,Healthcare,Unemployed,3307.0,26,22,Own,1,9,10
1997,Gen Z,Germany,Medium,IT,Employed,1046.0,23,18,Rent,6,2,9
1978,Gen X,Poland,Medium,Construction,Employed,3470.0,17,14,Rent,1,8,7
1980,Gen X,Germany,High,IT,Employed,2086.0,27,30,With parents,4,4,2
1946,Baby Boomer,Sweden,Medium,Healthcare,Employed,1950.0,28,23,Rent,2,3,5
1959,Baby Boomer,Spain,Low,Construction,Employed,1822.0,26,10,Own,2,7,4
1978,Gen X,Czechia,Medium,IT,Employed,1884.0,19,9,Own,1,5,7
1980,Gen X,Italy,Medium,Manufacturing,Inactive,2559.0,18,7,Rent,7,6,3
1950,Baby Boomer,Germany,High,Retail,Employed,4270.0,20,2,With parents,2,4,8
1983,Millennial,Germany,High,IT,Employed,725.0,17,18,Rent,7,9,5
1986,Millennial,France,Medium,Education,Employed,3949.0,21,3,Own,2,3,6
1995,Millennial,France,Low,IT,Inactive,3558.0,23,28,Own,7,5,4
1995,Millennial,France,High,Finance,Inactive,2040.0,20,20,With parents,4,2,7
2002,Gen Z,Italy,Medium,Education,Employed,1752.0,22,8,Own,9,4,9
1998,Gen Z,Spain,Medium,IT,Inactive,988.0,20,17,With parents,1,7,4
1956,Baby Boomer,Netherlands,Medium,IT,Employed,1383.0,28,18,With parents,3,10,6
1947,Baby Boomer,Spain,Medium,Unemployed,Employed,1654.0,21,16,Rent,5,5,6
1989,Millennial,Czechia,Low,Education,Employed,2107.0,24,23,Rent,7,6,1
1962,Baby Boomer,Spain,High,Manufacturing,Employed,2173.0,27,5,With parents,7,5,9
1984,Millennial,Italy,High,Construction,Employed,2885.0,26,30,Rent,6,7,2
1965,Gen X,Sweden,Medium,Construction,Inactive,2786.0,29,26,Own,5,9,10
1959,Baby Boomer,Sweden,Medium,Retail,Unemployed,2415.0,25,33,With parents,5,7,1
1977,Gen X,Italy,Low,Retail,Employed,2161.0,26,26,With parents,4,3,5
1979,Gen X,France,Low,Construction,Employed,3229.0,16,26,Rent,9,7,2
1970,Gen X,Germany,Medium,Manufacturing,Employed,2956.0,25,34,With parents,8,3,10
1952,Baby Boomer,Poland,Medium,IT,Employed,2600.0,24,11,With parents,9,4,5
1980,Gen X,Poland,High,Retail,Employed,1835.0,18,28,With parents,7,6,1
1992,Millennial,Netherlands,High,Manufacturing,Employed,3195.0,25,5,Rent,5,7,7
1974,Gen X,Germany,Medium,Manufacturing,Unemployed,2951.0,29,6,With parents,10,8,4
1967,Gen X,Netherlands,Medium,Retail,Unemployed,1979.0,18,5,With parents,2,9,8
1986,Millennial,France,Low,Construction,Employed,474.0,19,18,With parents,4,1,8
1988,Millennial,Netherlands,High,Education,Employed,2286.0,23,13,Rent,6,4,7
1958,Baby Boomer,Germany,Medium,Healthcare,Employed,1577.0,16,20,With parents,8,3,1
1958,Baby Boomer,Czechia,Low,Construction,Employed,2846.0,19,13,With parents,5,6,3
1946,Baby Boomer,Germany,Medium,Education,Employed,2394.0,22,13,Rent,9,6,6
1999,Gen Z,Poland,High,Construction,Employed,695.0,27,31,With parents,4,8,6
1981,Millennial,Sweden,High,IT,Employed,2465.0,18,25,With parents,6,4,6
1949,Baby Boomer,France,Low,Education,Inactive,3744.0,22,2,With parents,4,4,2
1982,Millennial,Czechia,High,Finance,Employed,2062.0,26,14,With parents,6,1,8
1989,Millennial,Italy,Medium,Healthcare,Unemployed,2192.0,20,20,With parents,10,3,3
1985,Millennial,Czechia,Low,Construction,Employed,1891.0,28,29,Own,3,3,5
1998,Gen Z,Czechia,High,Unemployed,Inactive,2265.0,25,13,With parents,8,8,9
2004,Gen Z,Netherlands,High,Healthcare,Employed,3586.0,26,27,Own,4,8,7
1991,Millennial,Poland,Medium,Manufacturing,Employed,3150.0,24,1,Own,7,8,9
1958,Baby Boomer,Netherlands,Medium,Finance,Employed,1682.0,23,21,Own,10,9,4
2000,Gen Z,Netherlands,High,IT,Employed,2135.0,26,6,Own,8,8,1
1983,Millennial,Italy,High,Manufacturing,Employed,2193.0,18,31,Own,9,6,10
1969,Gen X,France,High,Education,Inactive,2570.0,29,15,Rent,2,5,3
1964,Baby Boomer,Germany,Medium,Education,Unemployed,2587.0,27,35,Rent,3,4,5
1946,Baby Boomer,Spain,High,Retail,Employed,2114.0,19,1,Rent,9,3,10
1983,Millennial,Netherlands,High,Manufacturing,Employed,1080.0,22,16,Own,7,7,1
1950,Baby Boomer,Spain,Low,Finance,Employed,2097.0,28,2,With parents,7,9,7
1961,Baby Boomer,France,High,Manufacturing,Unemployed,1874.0,29,22,With parents,4,1,1
2003,Gen Z,Spain,Medium,Manufacturing,Unemployed,1392.0,17,27,With parents,1,2,8
1969,Gen X,Netherlands,Medium,Manufacturing,Employed,2910.0,25,7,With parents,8,8,7
2001,Gen Z,Italy,Medium,Healthcare,Employed,2217.0,26,32,Rent,10,4,2
1972,Gen X,Spain,Low,Retail,Unemployed,1271.0,21,3,Own,9,8,7
1946,Baby Boomer,France,Medium,Construction,Employed,3982.0,24,6,Rent,4,6,6
1979,Gen X,France,High,IT,Employed,2575.0,27,10,With parents,1,1,7
1981,Millennial,Sweden,Low,IT,Employed,2913.0,24,7,Own,9,6,1
1949,Baby Boomer,Sweden,Medium,Unemployed,Inactive,3143.0,21,19,With parents,5,1,7
1945,Baby Boomer,Italy,High,IT,Employed,1807.0,27,27,Rent,6,8,9
1984,Millennial,Spain,Medium,Unemployed,Inactive,2689.0,21,10,Rent,2,1,8
1956,Baby Boomer,Spain,Medium,Healthcare,Employed,463.0,21,21,Rent,5,5,7
2000,Gen Z,Sweden,Medium,Retail,Employed,3066.0,26,35,With parents,1,10,2
1980,Gen X,Germany,Medium,Finance,Employed,2139.0,25,5,Own,3,6,7
1989,Millennial,Poland,Medium,Retail,Inactive,2674.0,21,6,Own,1,8,2
1967,Gen X,France,High,Unemployed,Employed,2137.0,18,9,Rent,1,4,4
1991,Millennial,Germany,Medium,Healthcare,Employed,3836.0,19,3,Own,9,3,1
1975,Gen X,France,High,Finance,Employed,3302.0,21,8,With parents,6,5,3
1955,Baby Boomer,Czechia,Medium,Manufacturing,Employed,0.0,25,18,Own,8,8,5
1954,Baby Boomer,Czechia,Medium,Education,Inactive,2697.0,16,32,With parents,5,8,6
1947,Baby Boomer,Germany,Medium,Manufacturing,Employed,1946.0,16,21,Rent,9,5,3
1998,Gen Z,Czechia,High,IT,Unemployed,2733.0,28,0,Rent,4,9,3
1958,Baby Boomer,Sweden,Medium,Manufacturing,Inactive,2721.0,22,20,Rent,10,2,10
1960,Baby Boomer,Sweden,Low,Healthcare,Employed,1531.0,16,6,Own,8,4,6
1954,Baby Boomer,Poland,Low,IT,Unemployed,2096.0,20,6,With parents,6,1,9
1973,Gen X,Germany,Medium,Education,Employed,1283.0,25,21,Rent,10,8,2
1954,Baby Boomer,France,Medium,Finance,Employed,3537.0,26,12,With parents,5,2,2
1956,Baby Boomer,Spain,Medium,Unemployed,Employed,2495.0,23,22,Rent,5,8,7
1974,Gen X,France,Low,Unemployed,Unemployed,2589.0,21,21,With parents,3,8,4
1985,Millennial,Netherlands,High,Finance,Employed,2474.0,29,25,Rent,4,8,1
1945,Baby Boomer,Sweden,Medium,Unemployed,Employed,1246.0,18,17,With parents,10,6,6
1949,Baby Boomer,Italy,Medium,IT,Inactive,2770.0,29,6,With parents,5,8,9
1964,Baby Boomer,Italy,Medium,Construction,Unemployed,3807.0,17,1,With parents,9,4,10
1952,Baby Boomer,Sweden,Low,Construction,Employed,800.0,29,18,Own,10,6,6
1987,Millennial,Netherlands,High,Manufacturing,Employed,2272.0,29,13,Rent,3,2,6
1956,Baby Boomer,Italy,Low,Construction,Employed,2884.0,17,24,With parents,5,7,4
1945,Baby Boomer,Czechia,Medium,Unemployed,Employed,1526.0,19,32,Own,9,1,1
2001,Gen Z,Sweden,High,Retail,Employed,2859.0,24,19,Own,1,9,7
1998,Gen Z,Italy,Medium,Retail,Employed,2240.0,24,4,Own,5,10,4
1964,Baby Boomer,Sweden,Medium,Finance,Employed,1559.0,16,20,With parents,4,2,9
1972,Gen X,Poland,Medium,Retail,Unemployed,0.0,20,12,With parents,1,7,4
2001,Gen Z,Spain,High,IT,Employed,2111.0,24,13,Own,1,6,9
1987,Millennial,Spain,High,Retail,Employed,2134.0,29,15,Rent,7,2,1
1981,Millennial,France,High,Healthcare,Employed,3383.0,29,27,With parents,6,6,10
1991,Millennial,Netherlands,Medium,Finance,Employed,2505.0,19,0,With parents,1,3,4
1981,Millennial,Sweden,High,Education,Employed,1723.0,26,1,Rent,4,1,2
1956,Baby Boomer,Germany,Low,Retail,Employed,786.0,22,7,With parents,7,9,6
1981,Millennial,France,Low,Healthcare,Employed,2987.0,26,12,Rent,6,7,9
1993,Millennial,France,High,Healthcare,Employed,2306.0,21,18,Rent,10,9,2
1993,Millennial,Sweden,Low,IT,Employed,1845.0,28,1,With parents,2,10,2
2000,Gen Z,Sweden,Low,Finance,Employed,1713.0,19,30,Own,9,4,1
1988,Millennial,France,Low,IT,Employed,3319.0,25,9,With parents,10,7,9
2000,Gen Z,France,Medium,Education,Employed,3452.0,29,4,Own,3,2,1
1972,Gen X,Spain,High,Education,Employed,1636.0,26,22,With parents,2,1,2
1991,Millennial,Germany,Medium,Unemployed,Employed,132.0,27,29,Own,1,8,5
1959,Baby Boomer,Czechia,Low,Manufacturing,Inactive,2008.0,22,31,Rent,3,7,7
1950,Baby Boomer,France,Medium,Education,Employed,2403.0,22,0,Own,6,5,9
1988,Millennial,Czechia,High,Finance,Unemployed,2265.0,17,2,Own,10,10,1
2003,Gen Z,Spain,High,Construction,Unemployed,783.0,22,29,With parents,1,4,8
1964,Baby Boomer,France,Medium,Construction,Inactive,3580.0,28,27,Rent,2,2,1
1994,Millennial,Italy,High,Finance,Employed,526.0,29,20,Own,9,6,9
1958,Baby Boomer,France,High,Unemployed,Unemployed,1526.0,24,12,Own,1,5,10
1946,Baby Boomer,Sweden,Low,Unemployed,Inactive,1280.0,21,25,With parents,1,10,2
1953,Baby Boomer,Netherlands,Low,IT,Employed,1233.0,27,29,Rent,9,9,3
1981,Millennial,Netherlands,Low,Healthcare,Employed,236.0,21,23,Own,3,10,10
1964,Baby Boomer,France,High,Manufacturing,Inactive,2255.0,26,4,With parents,6,2,4
1970,Gen X,Poland,Low,Construction,Employed,3473.0,28,15,Rent,3,5,3
1973,Gen X,Italy,Medium,Unemployed,Employed,2052.0,21,15,Own,2,3,2
1945,Baby Boomer,Germany,Low,Construction,Unemployed,1293.0,27,9,Own,3,5,5
1999,Gen Z,France,High,Education,Employed,3469.0,28,17,Own,10,5,2
1979,Gen X,Czechia,Medium,Healthcare,Employed,2955.0,17,16,Own,4,5,2
1950,Baby Boomer,Germany,High,IT,Employed,1440.0,27,30,Own,1,8,8
1981,Millennial,Italy,High,Unemployed,Employed,2490.0,21,25,Rent,3,5,2
1997,Gen Z,France,Low,Retail,Unemployed,3171.0,21,25,Own,7,6,8
2003,Gen Z,Poland,Medium,Manufacturing,Employed,1386.0,24,11,Own,2,1,8
1949,Baby Boomer,Spain,Low,Finance,Unemployed,2310.0,17,17,Own,7,4,1
1977,Gen X,Poland,High,Healthcare,Employed,1850.0,24,33,Own,4,2,5
1993,Millennial,Sweden,Medium,IT,Employed,1127.0,20,34,With parents,7,2,9
1995,Millennial,Poland,Low,IT,Employed,2350.0,24,10,Rent,3,1,8
1958,Baby Boomer,Czechia,Low,Manufacturing,Employed,2589.0,25,29,Rent,7,6,10
1956,Baby Boomer,Spain,Medium,Manufacturing,Inactive,2240.0,25,10,Rent,10,3,9
1986,Millennial,Sweden,High,Unemployed,Employed,1465.0,17,3,Own,7,2,3
1964,Baby Boomer,Spain,Medium,Education,Unemployed,4091.0,29,35,Rent,3,8,2
1997,Gen Z,Netherlands,High,Education,Employed,1759.0,20,9,Own,6,5,1
1994,Millennial,Spain,Medium,Finance,Employed,2703.0,26,33,Own,9,10,8
1968,Gen X,France,Low,Finance,Employed,2927.0,28,30,With parents,7,1,8
2003,Gen Z,Germany,High,Unemployed,Unemployed,0.0,17,31,Own,5,1,8
1987,Millennial,Netherlands,Low,Manufacturing,Employed,2946.0,20,27,Rent,1,2,3
1978,Gen X,Netherlands,High,Manufacturing,Employed,2208.0,22,31,Own,8,3,1
1969,Gen X,Germany,Medium,Healthcare,Employed,1963.0,27,31,Rent,4,2,9
1994,Millennial,Czechia,Low,Education,Employed,2089.0,22,16,Own,2,2,7
1973,Gen X,Netherlands,Medium,IT,Employed,2725.0,27,33,With parents,9,5,6
2001,Gen Z,Spain,High,Construction,Employed,146.0,26,34,Own,3,7,7
1983,Millennial,Poland,High,Construction,Inactive,2229.0,22,20,Rent,6,1,6
1975,Gen X,Italy,Low,Construction,Employed,2588.0,20,31,With parents,3,1,4
2000,Gen Z,Czechia,Low,Unemployed,Employed,4145.0,22,33,Own,7,2,2
1991,Millennial,Spain,Medium,Education,Employed,985.0,21,33,With parents,2,2,1
1987,Millennial,Sweden,Medium,Education,Employed,2599.0,22,7,Own,4,1,9
1994,Millennial,Sweden,High,Manufacturing,Employed,1764.0,20,15,With parents,10,9,2
1967,Gen X,Poland,Low,Construction,Inactive,2636.0,27,34,Own,9,10,6
1988,Millennial,Czechia,High,Manufacturing,Inactive,2980.0,17,22,Rent,8,7,8
1982,Millennial,Czechia,Medium,Education,Employed,1538.0,24,21,Own,8,10,7
1964,Baby Boomer,Poland,High,Retail,Employed,3960.0,17,30,Rent,8,7,9
1967,Gen X,Czechia,Medium,Retail,Unemployed,3389.0,18,28,Own,7,6,9
1989,Millennial,Netherlands,Medium,Finance,Inactive,2909.0,24,18,Own,6,6,4
1996,Millennial,France,High,Education,Employed,1879.0,17,35,Rent,8,6,9
1960,Baby Boomer,France,Medium,Construction,Employed,1701.0,28,8,Rent,7,2,10
1994,Millennial,Czechia,High,Unemployed,Inactive,2596.0,29,34,Rent,1,10,2
1986,Millennial,Netherlands,High,Retail,Employed,1845.0,23,0,Rent,6,7,1
2004,Gen Z,Netherlands,Medium,Unemployed,Employed,1729.0,28,32,Own,8,4,6
1999,Gen Z,Germany,Medium,Unemployed,Inactive,3924.0,27,16,Own,5,2,4
1952,Baby Boomer,Germany,Low,Finance,Unemployed,2693.0,28,25,Own,6,9,4
1994,Millennial,Italy,Low,Finance,Employed,2941.0,28,12,Rent,2,7,10
1965,Gen X,Italy,Low,Education,Employed,3889.0,18,4,Own,2,6,10
1945,Baby Boomer,Italy,Low,Finance,Employed,2275.0,21,18,Own,2,5,1
1999,Gen Z,Italy,Medium,Manufacturing,Inactive,1631.0,24,8,With parents,6,10,6
1952,Baby Boomer,Poland,Medium,Manufacturing,Inactive,1237.0,25,5,With parents,5,3,3
1973,Gen X,Poland,Medium,Manufacturing,Unemployed,3419.0,25,20,Rent,6,1,7
1976,Gen X,Germany,Medium,IT,Employed,1864.0,18,21,Rent,6,5,1
1982,Millennial,France,Low,Unemployed,Employed,0.0,24,4,With parents,4,4,8
1949,Baby Boomer,Netherlands,Low,Manufacturing,Employed,0.0,22,21,Own,7,9,9
1991,Millennial,Sweden,Medium,Construction,Employed,872.0,20,6,Own,9,6,4
1966,Gen X,France,Medium,Manufacturing,Employed,1862.0,23,25,Rent,7,7,5
1991,Millennial,Spain,Medium,Education,Employed,1996.0,21,24,Own,6,3,8
1978,Gen X,Poland,Medium,Retail,Employed,2673.0,22,4,Own,3,7,5
1945,Baby Boomer,Italy,High,Construction,Inactive,1177.0,18,31,With parents,6,9,10
1999,Gen Z,Italy,Medium,Retail,Employed,2397.0,28,7,With parents,8,9,4
1999,Gen Z,Spain,Medium,Manufacturing,Unemployed,2996.0,25,8,Rent,8,9,5
1970,Gen X,France,High,Unemployed,Employed,2070.0,26,27,Rent,4,1,2
1987,Millennial,Italy,High,Manufacturing,Unemployed,1782.0,21,19,With parents,5,1,10
1954,Baby Boomer,France,Medium,Manufacturing,Employed,1420.0,26,3,Own,4,2,2
1974,Gen X,Netherlands,Medium,Finance,Employed,3231.0,18,2,With parents,2,8,1
1994,Millennial,Spain,Low,Education,Employed,967.0,22,10,With parents,5,8,4
1962,Baby Boomer,Sweden,Medium,Education,Employed,3619.0,25,28,Rent,1,1,10
1961,Baby Boomer,France,High,Unemployed,Employed,2180.0,21,21,Own,2,6,8
1970,Gen X,Netherlands,Medium,Education,Unemployed,1265.0,25,7,Rent,7,10,10
1952,Baby Boomer,Czechia,High,Retail,Employed,2957.0,27,33,Rent,5,3,10
1991,Millennial,Czechia,Medium,Construction,Employed,2657.0,23,30,With parents,10,1,10
1984,Millennial,France,High,Construction,Employed,2574.0,23,3,With parents,8,5,10
1993,Millennial,Czechia,Medium,IT,Employed,2834.0,21,14,Rent,6,2,2
1956,Baby Boomer,France,Low,Retail,Unemployed,2346.0,17,17,With parents,8,6,7
1971,Gen X,Italy,Medium,Education,Employed,2613.0,29,10,With parents,2,4,8
1952,Baby Boomer,Germany,Medium,Unemployed,Employed,3425.0,25,26,Own,8,8,10
1969,Gen X,Czechia,Low,Healthcare,Unemployed,2382.0,28,18,Own,9,1,1
1990,Millennial,Poland,High,IT,Employed,2938.0,25,8,Rent,8,7,3
1948,Baby Boomer,France,Medium,Manufacturing,Unemployed,220.0,21,24,Own,7,10,6
1977,Gen X,France,High,Finance,Employed,2492.0,16,21,Rent,8,6,7
1945,Baby Boomer,France,Medium,Retail,Employed,4471.0,28,22,Own,2,9,5
1963,Baby Boomer,Germany,Low,Finance,Employed,592.0,21,9,With parents,6,4,7
1975,Gen X,Netherlands,High,IT,Employed,4000.0,21,16,With parents,7,6,6
1960,Baby Boomer,Czechia,Medium,Unemployed,Unemployed,2849.0,21,12,Rent,9,7,7
